"id_alumno";"codigo_estudiante";"id_persona";"id_sede"
3532;4932;7513;31
3533;5993;4045;39
3534;1874;3726;28
3535;6839;4943;99
3536;3525;1027;81
3537;6265;1978;45
3538;5232;46;83
3539;4178;1801;69
3540;4345;670;71
3541;2750;3174;85
3542;3061;7101;79
3543;8197;866;44
3544;4024;6194;42
3545;5821;9446;13
3546;7036;7859;49
3547;3219;9511;45
3548;1224;5084;76
3549;3189;8920;88
3550;4556;8584;97
3551;5873;6625;26
3552;1665;3030;27
3553;8701;5274;81
3554;1820;4819;1
3555;3212;7860;57
3556;1149;8864;60
3557;5251;4135;51
3558;6385;8581;48
3559;7151;7866;35
3560;5867;2536;1
3561;8200;8896;64
3562;5463;6724;12
3563;7218;8363;82
3564;5458;8646;39
3565;8284;1174;15
3566;8366;1728;96
3567;8010;2438;11
3568;2284;3278;52
3569;8428;7036;93
3570;5971;3587;7
3571;8628;8611;67
3572;2912;4928;62
3573;8759;632;10
3574;2575;5751;62
3575;8901;9179;75
3576;8737;9110;42
3577;5033;5304;84
3578;4955;1866;4
3579;8223;722;48
3580;2580;9833;24
3581;2340;214;9
3582;5354;5852;18
3583;7608;341;78
3584;3618;9074;23
3585;6501;1654;68
3586;2374;1186;91
3587;2016;4705;18
3588;9273;9175;94
3589;8216;2103;70
3590;8897;1829;10
3591;3712;9013;80
3592;1957;5851;29
3593;4569;9818;7
3594;5056;8377;22
3595;5001;879;60
3596;6068;6539;42
3597;7582;4215;59
3598;7559;1107;58
3599;4907;558;76
3600;9690;3472;23
3601;5600;5914;11
3602;6728;5021;43
3603;9182;4924;1
3604;8876;4150;11
3605;8838;8825;38
3606;7414;4608;71
3607;3663;2877;58
3608;5661;6680;50
3609;9033;5755;33
3610;1565;1217;92
3611;7981;5390;92
3612;1250;6983;24
3613;1888;5176;12
3614;6859;5325;13
3615;6009;1572;2
3616;1768;9164;75
3617;1724;8456;77
3618;5918;2906;8
3619;7015;2388;52
3620;8507;749;62
3621;4165;1275;51
3622;9634;7422;90
3623;9390;9500;10
3624;8563;8140;63
3625;9585;6328;4
3626;7776;2778;73
3627;7950;1917;59
3628;6944;9622;34
3629;6120;5591;56
3630;5909;931;70
3631;8281;4506;81
3632;7133;2333;11
3633;2020;2328;76
3634;9799;506;31
3635;2738;9846;56
3636;8333;562;18
3637;3209;296;58
3638;5566;454;86
3639;4235;2905;26
3640;2263;4970;26
3641;8516;2202;40
3642;1901;9157;60
3643;7454;4819;12
3644;1584;6368;25
3645;8533;8487;49
3646;5376;5156;89
3647;5160;7399;18
3648;8953;1506;35
3649;5610;3875;78
3650;1376;3528;51
3651;7451;7940;73
3652;3936;2259;41
3653;9987;670;18
3654;9390;200;94
3655;2528;2059;7
3656;9802;9775;71
3657;9063;3889;45
3658;4079;4554;9
3659;9783;7978;7
3660;7324;6257;71
3661;8776;1616;85
3662;2515;6593;46
3663;3590;2027;84
3664;4774;1963;7
3665;3563;2230;83
3666;5972;5686;43
3667;5817;6617;88
3668;4654;3779;88
3669;1930;353;44
3670;8973;1364;100
3671;5708;5655;85
3672;7989;2321;79
3673;2834;9043;12
3674;8198;3890;57
3675;5123;9969;64
3676;3521;730;73
3677;8871;1634;80
3678;5667;31;99
3679;9361;4125;86
3680;4563;5469;31
3681;5433;7234;27
3682;1575;8763;79
3683;3069;9341;24
3684;2983;9191;17
3685;3166;538;13
3686;3728;1781;58
3687;8603;1848;92
3688;5046;995;37
3689;2960;9646;84
3690;5667;3853;22
3691;4574;5778;89
3692;4178;6073;84
3693;7624;2985;90
3694;6734;5175;98
3695;6352;9246;17
3696;7880;6072;65
3697;3459;6308;90
3698;5441;4587;51
3699;4219;1768;9
3700;8800;1084;32
3701;2768;5221;31
3702;1504;9303;15
3703;6816;897;43
3704;7183;1822;3
3705;3373;6518;40
3706;9287;7612;94
3707;9945;6313;72
3708;3886;1525;60
3709;9506;369;20
3710;3149;6926;46
3711;7389;2500;75
3712;9267;6485;55
3713;4380;4711;48
3714;6656;6272;13
3715;5036;11;9
3716;9826;1064;24
3717;1236;682;79
3718;9105;9453;31
3719;2263;4895;91
3720;9356;7929;59
3721;4312;2306;21
3722;3767;1857;45
3723;3784;2767;51
3724;8690;2925;7
3725;2669;5422;61
3726;1875;6780;79
3727;5011;9874;58
3728;7166;7249;10
3729;5845;3764;19
3730;8489;6321;17
3731;7545;7368;81
3732;4001;1071;33
3733;6716;6718;62
3734;2361;7876;36
3735;6490;6018;28
3736;2482;573;53
3737;6617;605;60
3738;5364;5317;47
3739;3379;9714;44
3740;1072;9097;39
3741;7797;2071;86
3742;2239;4739;33
3743;6311;826;98
3744;7437;926;49
3745;9526;9151;54
3746;2490;4691;86
3747;7243;170;56
3748;2695;3671;22
3749;4300;5580;7
3750;6685;7940;78
3751;2469;7600;56
3752;7526;7553;25
3753;6043;9591;36
3754;8952;7773;2
3755;1278;2326;41
3756;5617;7835;11
3757;2289;1911;36
3758;9063;8521;42
3759;5392;8321;26
3760;2053;2041;43
3761;7062;7850;73
3762;8297;5050;70
3763;1360;7550;10
3764;5660;248;82
3765;7451;40;6
3766;6268;6896;67
3767;6649;2972;85
3768;7792;6088;99
3769;8790;885;48
3770;5123;2835;15
3771;8046;4763;66
3772;7970;4878;91
3773;6345;1692;48
3774;3428;1486;33
3775;7735;2416;84
3776;8084;6246;36
3777;9285;6545;37
3778;2795;335;26
3779;1301;3250;87
3780;7660;5395;74
3781;6618;8474;30
3782;8679;8081;31
3783;4301;8830;72
3784;1910;9626;2
3785;1604;169;25
3786;6785;6707;36
3787;2771;9435;34
3788;3037;5169;67
3789;2090;8607;78
3790;4377;2693;80
3791;7721;408;88
3792;8053;3519;17
3793;8976;9658;37
3794;3685;723;57
3795;8163;6872;25
3796;5235;688;99
3797;8188;1244;4
3798;9681;1316;33
3799;3848;2441;72
3800;7046;3661;72
3801;1511;4075;31
3802;6103;8929;94
3803;3329;8514;94
3804;6221;8614;2
3805;5818;9686;63
3806;9725;2905;20
3807;9423;5482;5
3808;2170;6162;1
3809;3826;5447;14
3810;2003;9462;27
3811;6042;2861;26
3812;1863;5601;90
3813;6438;3825;46
3814;4324;6936;74
3815;9233;6389;74
3816;6472;3444;28
3817;9325;43;48
3818;9742;4481;37
3819;5458;8516;91
3820;2615;5610;46
3821;2671;899;17
3822;3366;1955;86
3823;3555;4304;73
3824;2249;5022;83
3825;1911;2489;50
3826;5068;3391;33
3827;7469;7253;37
3828;4265;2265;79
3829;8015;1634;74
3830;5696;8271;86
3831;1570;5008;52
3832;8580;1919;98
3833;4126;4160;42
3834;7668;541;94
3835;5561;7889;94
3836;5790;3386;52
3837;3824;1493;9
3838;3544;8765;55
3839;4747;8799;94
3840;7869;6281;41
3841;3950;1240;6
3842;7778;2436;9
3843;4859;5247;37
3844;7940;5249;82
3845;6733;420;41
3846;5144;8206;53
3847;3464;4077;21
3848;2418;5607;40
3849;9115;8917;91
3850;4371;5756;45
3851;7082;8037;32
3852;3657;1232;33
3853;6069;8772;16
3854;5667;7660;82
3855;6201;751;4
3856;9335;7189;87
3857;9445;7526;41
3858;3890;3521;44
3859;9458;2236;82
3860;6674;4792;6
3861;3932;3376;3
3862;8710;3250;29
3863;5653;7850;81
3864;6604;1881;54
3865;3036;7912;8
3866;2023;671;46
3867;9942;133;94
3868;9105;5981;62
3869;1533;3547;7
3870;8614;930;57
3871;9335;6460;36
3872;5161;2802;75
3873;8113;321;35
3874;2144;2442;99
3875;1031;9687;34
3876;9541;5395;98
3877;8578;3052;43
3878;5403;5619;78
3879;3994;9345;30
3880;7636;6155;43
3881;2556;8242;59
3882;1098;6354;87
3883;9809;5187;54
3884;3096;9097;99
3885;3331;8024;12
3886;1594;9219;16
3887;5762;254;42
3888;7028;8668;62
3889;8873;9066;26
3890;5131;9841;33
3891;5054;4805;16
3892;1190;6126;3
3893;7398;8377;23
3894;8664;7649;71
3895;9418;8191;65
3896;6821;9329;59
3897;3574;1795;65
3898;3665;1081;11
3899;3927;278;88
3900;4394;2735;5
3901;5132;8902;7
3902;3059;5383;80
3903;5063;4601;6
3904;5036;8068;59
3905;9422;246;79
3906;4096;8177;1
3907;9081;6598;72
3908;6664;4646;41
3909;3273;3858;82
3910;3534;9953;95
3911;3034;960;89
3912;3931;488;77
3913;1496;7412;11
3914;9692;9953;26
3915;8569;3015;21
3916;2980;84;80
3917;1602;8678;21
3918;4056;8676;63
3919;2042;7676;16
3920;6359;4618;2
3921;1939;2356;56
3922;5734;4022;100
3923;1602;8465;46
3924;7063;5891;24
3925;4878;7612;52
3926;8962;9436;85
3927;7472;2586;81
3928;4725;671;4
3929;7952;39;5
3930;6299;5069;1
3931;3165;9602;95
3932;8022;7992;97
3933;5010;1645;42
3934;3716;8866;6
3935;9995;6541;99
3936;1949;6621;2
3937;3568;713;80
3938;5126;4466;60
3939;5267;169;56
3940;8534;6159;100
3941;2514;3514;73
3942;9271;8670;96
3943;4707;6320;90
3944;9563;6446;22
3945;7103;1897;25
3946;8130;1027;24
3947;7860;2617;27
3948;7321;6072;72
3949;7739;6152;85
3950;3602;7721;35
3951;5465;5439;98
3952;4639;2268;93
3953;4717;3867;84
3954;2638;2688;71
3955;2962;3257;40
3956;9978;1358;57
3957;5603;7691;97
3958;1871;5106;41
3959;5875;6625;23
3960;1199;5001;63
3961;3558;4050;15
3962;4492;7606;88
3963;1125;1649;94
3964;2629;7200;46
3965;8964;1759;53
3966;4893;9782;100
3967;3596;9725;43
3968;1064;4419;20
3969;7018;7587;49
3970;5511;1115;26
3971;8403;9782;47
3972;7434;9339;54
3973;3597;2205;79
3974;7954;4107;48
3975;5077;4868;61
3976;3314;4017;95
3977;2079;2382;46
3978;7906;3864;87
3979;9315;2163;36
3980;3712;3075;63
3981;4426;1710;6
3982;8019;8993;44
3983;7258;2450;33
3984;1473;4388;32
3985;9728;5131;47
3986;8540;3065;70
3987;9113;5205;79
3988;2140;3326;67
3989;7242;4628;41
3990;5670;4470;40
3991;5969;7316;40
3992;5079;4150;63
3993;3919;6827;49
3994;5989;6840;24
3995;5493;3512;21
3996;4854;4675;36
3997;5720;6161;8
3998;4462;8187;41
3999;7267;6021;30
4000;5180;8905;69
4001;6935;2765;100
4002;3739;1652;5
4003;8860;7940;32
4004;4358;8484;19
4005;8598;3837;81
4006;1662;4861;84
4007;7798;6311;70
4008;7923;7884;53
4009;6801;686;26
4010;3584;2027;78
4011;8636;2489;71
4012;5176;906;31
4013;6719;9210;41
4014;5794;4333;97
4015;3970;5223;81
4016;2132;3236;6
4017;2720;4053;69
4018;8412;6087;26
4019;9996;5325;17
4020;7569;8989;46
4021;3045;6681;2
4022;5758;4683;5
4023;7687;448;22
4024;1122;4510;86
4025;6578;7367;73
4026;7619;1475;75
4027;3529;1786;97
4028;8318;5030;87
4029;5957;569;16
4030;1791;9917;82
4031;5074;8787;11
4032;8789;8721;57
4033;5102;1189;64
4034;4277;8144;22
4035;7212;1018;97
4036;6377;623;51
4037;7730;6173;40
4038;8765;4753;19
4039;9537;1314;44
4040;4544;7206;94
4041;8296;912;79
4042;2135;5802;71
4043;7650;888;66
4044;9557;681;93
4045;8573;371;26
4046;2252;7892;17
4047;8484;2100;80
4048;8054;8668;82
4049;1373;2643;51
4050;6904;3537;7
4051;2472;7104;46
4052;6156;5290;99
4053;8742;2457;82
4054;3350;3599;58
4055;9355;141;91
4056;4162;1366;14
4057;3541;2780;59
4058;3852;8303;35
4059;1090;2119;18
4060;5298;5611;16
4061;1673;4208;72
4062;2760;9938;72
4063;8065;2898;79
4064;2602;2085;84
4065;3312;4185;75
4066;2814;3866;88
4067;4680;3097;3
4068;3198;8234;44
4069;4386;6884;65
4070;1814;8362;74
4071;9547;9393;39
4072;9825;7859;25
4073;9761;1143;12
4074;8729;4619;67
4075;4908;942;94
4076;6730;5299;38
4077;3400;1646;100
4078;4002;9460;75
4079;6878;2145;86
4080;2195;3063;4
4081;5855;443;86
4082;8749;1639;93
4083;5646;6024;26
4084;7498;5701;39
4085;3357;3919;69
4086;5709;3717;41
4087;2917;1079;95
4088;7463;3473;14
4089;2489;2544;99
4090;7292;4537;87
4091;4003;9917;7
4092;1698;2147;41
4093;3389;4398;27
4094;1880;8732;30
4095;9202;193;39
4096;2364;7227;35
4097;4258;2738;99
4098;6908;2954;83
4099;9094;8967;30
4100;8784;5592;87
4101;4291;7319;85
4102;4223;8720;44
4103;7832;3573;76
4104;2253;3808;6
4105;7171;3024;90
4106;7074;3054;3
4107;6835;7143;95
4108;9070;7754;18
4109;4068;9802;6
4110;4911;4308;27
4111;7042;5984;43
4112;5844;6317;36
4113;1395;3875;77
4114;2341;9395;76
4115;4048;2138;94
4116;3042;7109;52
4117;1383;5798;77
4118;5984;5657;82
4119;8958;8598;35
4120;6796;9020;20
4121;2833;9720;82
4122;7712;2075;60
4123;4879;6867;57
4124;1735;2218;35
4125;5190;3018;89
4126;9274;7098;96
4127;2480;6350;85
4128;6613;1443;88
4129;5996;3179;3
4130;5750;4620;87
4131;8497;7810;49
4132;7355;3186;14
4133;2277;9082;88
4134;6491;2321;62
4135;2865;1409;95
4136;3918;1851;89
4137;5362;7916;50
4138;7297;4335;95
4139;6832;3207;19
4140;3354;8169;48
4141;2873;9020;47
4142;4175;5050;51
4143;8560;4944;72
4144;9714;7247;38
4145;4627;3722;30
4146;4407;2891;99
4147;7709;8619;6
4148;7335;6037;6
4149;1709;7156;37
4150;6372;2211;17
4151;1343;464;35
4152;9229;5044;88
4153;5406;817;7
4154;7476;4457;32
4155;9475;6097;77
4156;1814;3184;93
4157;3892;9244;17
4158;5811;3526;11
4159;7687;5616;9
4160;4758;3109;66
4161;7950;397;52
4162;4057;6389;72
4163;5999;510;75
4164;4516;6666;24
4165;5258;2693;90
4166;1965;2633;13
4167;6668;2629;79
4168;4341;5925;95
4169;8746;4842;88
4170;4919;1032;30
4171;6642;8458;35
4172;2868;8841;90
4173;9246;2339;20
4174;7450;7504;28
4175;3063;3471;74
4176;5924;5127;77
4177;2485;5249;26
4178;7656;3318;31
4179;2989;2478;27
4180;8023;4363;75
4181;8740;1902;11
4182;1627;260;88
4183;8365;4740;8
4184;4696;8026;82
4185;9339;2717;73
4186;5382;3762;71
4187;7805;9217;31
4188;6141;7063;85
4189;7667;1240;60
4190;4205;4267;85
4191;2811;5582;38
4192;5735;4625;77
4193;8744;6838;11
4194;2997;6118;72
4195;2160;2160;29
4196;8572;2893;52
4197;8203;1924;68
4198;3214;2722;27
4199;2063;8547;1
4200;7176;9043;75
4201;1971;4775;30
4202;3979;8162;1
4203;2866;3266;69
4204;8336;9527;64
4205;6822;9821;14
4206;2349;2473;10
4207;3572;9238;26
4208;1593;8337;20
4209;9664;356;30
4210;5199;7767;82
4211;7602;75;96
4212;7566;180;42
4213;5882;6860;32
4214;8976;6516;2
4215;7348;5196;48
4216;3656;4846;42
4217;6344;9756;8
4218;9338;3971;85
4219;9591;2957;30
4220;5019;5830;29
4221;5307;3368;82
4222;7550;8822;43
4223;9412;9680;60
4224;1795;1058;62
4225;6723;4226;44
4226;4332;4785;42
4227;5635;3873;88
4228;1099;4269;18
4229;3280;2921;70
4230;1978;2306;82
4231;4297;4347;23
4232;1685;7085;95
4233;4845;8742;77
4234;1957;9908;93
4235;3857;6284;35
4236;3991;5035;8
4237;7131;9757;66
4238;1095;7676;77
4239;6273;3357;74
4240;9857;2057;12
4241;2627;2676;5
4242;7265;9072;98
4243;7150;7054;95
4244;8366;4104;55
4245;8992;6379;99
4246;9628;4845;67
4247;6752;9814;57
4248;5148;121;28
4249;1702;2974;64
4250;4144;7655;37
4251;1487;5285;28
4252;3145;9161;94
4253;8238;5846;31
4254;9827;5860;7
4255;5351;6417;94
4256;6915;8379;19
4257;6316;8067;12
4258;7966;9824;17
4259;1171;4491;41
4260;5516;4783;34
4261;7327;3121;42
4262;9604;4740;69
4263;6071;6823;2
4264;5996;6173;6
4265;1402;3136;85
4266;1745;4807;74
4267;6575;6566;53
4268;7943;4979;37
4269;8310;4933;43
4270;3976;877;3
4271;5562;5906;69
4272;7606;5104;47
4273;6939;3554;75
4274;8657;4570;42
4275;2418;7554;8
4276;9107;5413;21
4277;9597;4069;64
4278;1652;3128;29
4279;1179;9129;38
4280;3902;4026;9
4281;4676;9692;72
4282;7891;4753;28
4283;6841;3381;78
4284;2568;9902;27
4285;3701;3423;15
4286;6945;2925;49
4287;9317;2753;8
4288;2347;1641;56
4289;3181;5744;59
4290;2741;5199;3
4291;9118;7380;78
4292;4032;2152;89
4293;5268;5649;36
4294;3942;3871;31
4295;8305;8199;83
4296;2798;9504;24
4297;4187;6487;67
4298;8521;1674;97
4299;1286;6661;83
4300;9136;3569;52
4301;5749;1370;45
4302;2233;8704;39
4303;4892;9117;96
4304;2753;4233;70
4305;2267;2347;56
4306;3712;5489;45
4307;3394;2464;68
4308;6737;410;91
4309;1337;2071;9
4310;7561;5443;83
4311;8540;8097;59
4312;5826;9044;40
4313;7199;4501;71
4314;7550;5784;16
4315;4970;6127;78
4316;8286;1680;34
4317;2750;1812;62
4318;8077;6650;75
4319;3759;1886;88
4320;1456;1047;96
4321;8791;5769;19
4322;6678;5291;14
4323;8987;6541;10
4324;9378;6810;73
4325;5714;7035;13
4326;5386;8681;92
4327;2455;7419;84
4328;8205;261;50
4329;5278;9148;87
4330;7176;4232;95
4331;8177;5711;60
4332;2338;7494;75
4333;8014;7613;21
4334;7704;6948;93
4335;3523;5381;6
4336;4897;4241;83
4337;3065;6116;75
4338;6435;2242;29
4339;7837;6311;38
4340;3944;768;59
4341;8972;4772;83
4342;6806;3559;81
4343;6655;1067;59
4344;8389;4314;16
4345;1222;2402;43
4346;3761;9091;41
4347;3008;8987;34
4348;4429;1450;10
4349;1425;8352;30
4350;7408;8401;48
4351;6421;9105;65
4352;5848;684;20
4353;5702;2572;84
4354;5567;5948;72
4355;9544;5058;82
4356;9182;7525;71
4357;3925;2322;61
4358;2125;9426;34
4359;9226;4497;35
4360;2696;9997;46
4361;5987;4522;28
4362;3440;9888;57
4363;6995;6306;1
4364;7377;6827;63
4365;4923;5694;4
4366;3220;4628;77
4367;8123;1162;65
4368;2217;5358;90
4369;3316;6368;98
4370;5045;9025;58
4371;7313;7871;23
4372;7822;8059;83
4373;5413;6059;46
4374;2976;4947;42
4375;9602;8939;18
4376;5521;2383;14
4377;9848;2998;53
4378;7281;8473;42
4379;4987;7288;73
4380;5279;1276;11
4381;4501;5867;39
4382;1939;2018;96
4383;2516;5082;18
4384;1020;2109;82
4385;7922;9039;30
4386;4366;574;79
4387;9339;6107;83
4388;3380;335;18
4389;4492;8621;35
4390;6938;7031;85
4391;7688;2122;24
4392;8349;975;29
4393;9946;362;18
4394;4554;3195;80
4395;6374;526;24
4396;9309;3712;23
4397;8039;36;9
4398;7240;4131;22
4399;3374;1508;31
4400;2926;289;76
4401;3323;3715;16
4402;9958;9862;24
4403;5997;9249;4
4404;9160;6534;15
4405;9802;6463;33
4406;2466;4176;46
4407;5760;8854;19
4408;6458;4151;90
4409;3073;9805;44
4410;1196;776;54
4411;1651;6291;18
4412;7125;8406;5
4413;6430;7726;23
4414;2723;8146;23
4415;6894;4988;26
4416;2310;7903;40
4417;5284;4443;24
4418;8497;7340;53
4419;4543;1380;34
4420;2560;3571;97
4421;4725;4573;94
4422;4422;115;15
4423;3004;4929;46
4424;1241;4721;53
4425;5059;9590;81
4426;9022;7726;85
4427;6109;6477;17
4428;6458;28;89
4429;1898;2337;2
4430;3678;6661;9
4431;9151;8970;57
4432;4621;5668;14
4433;3427;6236;91
4434;9859;1555;31
4435;2028;6047;12
4436;6739;9273;88
4437;4112;9536;79
4438;6111;5359;92
4439;5067;1913;4
4440;8210;7502;71
4441;9664;7194;83
4442;2049;452;6
4443;8382;4866;92
4444;7484;9440;92
4445;6440;1803;42
4446;6459;6876;15
4447;4041;1156;93
4448;4106;6650;70
4449;7240;1224;42
4450;7085;2909;57
4451;1730;2412;82
4452;6496;3593;91
4453;4248;3156;98
4454;1054;6392;77
4455;8230;542;51
4456;9077;7725;46
4457;4293;8112;62
4458;3916;7040;74
4459;9362;2539;93
4460;4448;5422;52
4461;1542;9787;91
4462;5831;8608;52
4463;4494;9969;33
4464;7076;9930;54
4465;8821;1899;78
4466;8378;6827;79
4467;3935;9730;31
4468;1076;4126;54
4469;5777;6766;33
4470;7005;1170;99
4471;7830;9885;81
4472;5172;9344;32
4473;4860;1674;92
4474;7270;8511;2
4475;9754;4759;63
4476;3198;9719;58
4477;9832;5684;37
4478;8532;286;25
4479;6738;3641;58
4480;4882;207;87
4481;5755;3858;46
4482;6637;919;18
4483;1252;7754;56
4484;9626;7204;30
4485;5085;3635;66
4486;7946;1821;50
4487;3941;7783;22
4488;1562;6927;49
4489;8679;3384;54
4490;4942;1178;100
4491;5363;3848;64
4492;3522;6563;91
4493;2148;2103;32
4494;8728;9160;37
4495;2208;1813;31
4496;9426;4415;37
4497;4133;6242;58
4498;4236;8652;60
4499;2163;5702;97
4500;4811;3254;68
4501;7302;3420;99
4502;4911;8242;50
4503;8567;4125;47
4504;6954;1343;35
4505;3232;751;33
4506;4058;4880;94
4507;8653;9805;61
4508;3182;5143;30
4509;5023;7790;47
4510;4607;224;41
4511;2793;725;18
4512;5218;295;28
4513;8478;8231;43
4514;7171;1943;41
4515;2738;2179;87
4516;4017;173;66
4517;4857;1544;36
4518;5643;8167;35
4519;6698;6162;97
4520;5268;3576;15
4521;4700;5947;35
4522;5990;1439;30
4523;9428;6901;26
4524;8477;8519;92
4525;3019;2048;13
4526;9943;167;38
4527;6509;9699;92
4528;9214;8920;59
4529;1615;9448;29
4530;8845;5661;37
4531;3205;9756;64
4532;6968;5989;93
4533;2379;5180;12
4534;4494;7141;85
4535;4221;8465;27
4536;9286;892;45
4537;8213;7678;35
4538;9820;1354;45
4539;3602;8471;76
4540;9512;8831;56
4541;8688;4777;6
4542;3120;9068;38
4543;5122;7563;33
4544;6499;9763;9
4545;8390;2364;65
4546;5393;3835;68
4547;2686;3624;47
4548;2403;15;40
4549;9948;8539;60
4550;9630;4404;29
4551;8948;1656;94
4552;6423;1668;48
4553;9169;5672;61
4554;5512;7343;28
4555;4445;6145;97
4556;3462;9057;7
4557;1852;7451;52
4558;1314;5457;73
4559;9983;8241;51
4560;3833;8980;96
4561;1303;3045;88
4562;7736;9273;99
4563;3809;1588;62
4564;9915;7234;47
4565;5768;4887;87
4566;3404;1188;87
4567;1023;4929;53
4568;9087;4631;89
4569;7264;6678;7
4570;2114;3735;18
4571;9100;7866;18
4572;2242;6648;70
4573;7613;3619;61
4574;8331;361;26
4575;8238;9355;69
4576;1334;8383;14
4577;9558;5001;70
4578;7190;8533;93
4579;3161;7524;80
4580;9054;8000;31
4581;8846;9700;94
4582;2633;4538;75
4583;7243;8395;80
4584;5758;6004;79
4585;1146;245;100
4586;9904;9179;55
4587;7230;1745;11
4588;6974;8358;21
4589;3283;295;64
4590;4593;8218;35
4591;5472;9509;59
4592;9793;9058;67
4593;2809;408;65
4594;3400;3396;9
4595;6371;1418;73
4596;5349;35;45
4597;3805;9023;43
4598;5406;4921;23
4599;6983;6709;100
4600;6969;5497;9
4601;2454;4781;59
4602;6826;8164;59
4603;3311;7747;36
4604;9323;4911;21
4605;5937;2813;91
4606;3947;6559;29
4607;5165;4509;33
4608;1142;7888;31
4609;5685;81;32
4610;6616;9989;4
4611;6052;3136;35
4612;8221;8932;45
4613;9182;9326;26
4614;1422;6076;32
4615;2836;451;4
4616;6706;4475;60
4617;1316;5854;82
4618;2563;1657;22
4619;9488;7620;51
4620;3842;4594;80
4621;2562;8508;46
4622;9297;3850;89
4623;7998;5412;82
4624;2100;6690;86
4625;2546;9168;35
4626;9145;4879;24
4627;8862;9530;27
4628;7648;131;42
4629;4443;3067;4
4630;2543;8246;29
4631;2488;9288;60
4632;4727;9876;73
4633;3811;8115;28
4634;3812;1580;83
4635;6648;7084;32
4636;2917;3513;13
4637;6904;572;23
4638;6415;4508;93
4639;5290;3383;42
4640;3361;4217;83
4641;4213;9169;25
4642;6532;7322;86
4643;1681;6217;65
4644;2972;581;81
4645;3873;2391;8
4646;4568;80;79
4647;3018;4458;93
4648;2142;4362;34
4649;7234;9924;93
4650;7178;2305;28
4651;5322;604;4
4652;6370;3580;28
4653;1918;5679;1
4654;6548;9451;40
4655;6199;4685;81
4656;1087;5414;49
4657;8716;8962;10
4658;1098;7176;99
4659;7608;5556;73
4660;4324;3756;72
4661;4095;5297;47
4662;9130;7363;31
4663;2161;4313;65
4664;1707;3646;77
4665;4191;1765;96
4666;1427;5993;46
4667;6953;6235;77
4668;4185;7920;80
4669;8884;4022;6
4670;4892;7365;55
4671;2251;653;75
4672;3536;84;27
4673;5880;4710;47
4674;9702;1853;36
4675;2137;182;65
4676;4776;5751;23
4677;5615;5068;39
4678;1193;6279;17
4679;5818;1239;31
4680;2316;5794;22
4681;1635;2080;61
4682;4837;6995;32
4683;9124;4316;52
4684;3479;9195;80
4685;2196;5040;12
4686;9563;9798;53
4687;6099;8286;34
4688;5795;7266;64
4689;5980;9071;89
4690;8368;3982;11
4691;8400;5723;89
4692;3928;9553;30
4693;1967;6022;41
4694;3528;8214;98
4695;2810;3912;43
4696;5498;1269;58
4697;3843;2675;91
4698;9986;1441;30
4699;5864;3102;97
4700;4318;767;25
4701;6847;883;74
4702;7565;7851;7
4703;4048;7657;3
4704;3219;9345;87
4705;6990;3672;26
4706;6940;4421;42
4707;1695;5696;48
4708;8442;2149;44
4709;6315;7291;30
4710;6680;6658;28
4711;3508;8433;40
4712;2568;114;60
4713;8656;7278;50
4714;3736;9931;83
4715;1348;8872;37
4716;5669;874;67
4717;8200;7761;83
4718;2307;4017;16
4719;4760;2374;30
4720;6528;6288;41
4721;9379;3800;95
4722;6990;4974;44
4723;1372;5069;75
4724;8458;5371;62
4725;2974;7058;45
4726;2327;4205;61
4727;9855;1781;73
4728;7905;9541;41
4729;1223;8626;3
4730;5321;840;97
4731;9835;3166;64
4732;1662;3401;75
4733;5799;2705;85
4734;9611;2325;99
4735;4410;3426;21
4736;1119;8067;88
4737;7508;3675;29
4738;3697;6487;57
4739;6089;6341;20
4740;9911;5980;22
4741;7453;3290;85
4742;9356;588;96
4743;7014;1579;69
4744;8668;7599;35
4745;2521;9748;61
4746;6705;2084;44
4747;8830;6965;4
4748;1705;2071;36
4749;1922;8043;75
4750;2477;6461;20
4751;4462;4701;1
4752;6604;3122;62
4753;4280;6542;61
4754;1337;7447;91
4755;1511;3489;74
4756;2375;3989;23
4757;2248;4164;64
4758;9520;2143;38
4759;4195;9245;40
4760;7034;726;89
4761;3799;6618;11
4762;1394;8202;48
4763;9723;1665;17
4764;2508;790;68
4765;1323;8945;12
4766;3860;9507;70
4767;3215;4274;52
4768;5290;151;68
4769;3134;7906;56
4770;8370;8031;60
4771;4962;3329;44
4772;4817;8286;41
4773;3396;2593;2
4774;1817;3184;100
4775;8390;2351;74
4776;4978;9650;69
4777;5037;2304;7
4778;5338;4258;71
4779;6336;8329;82
4780;7633;5925;47
4781;8474;4828;27
4782;3979;9594;54
4783;7785;622;9
4784;9976;5331;8
4785;3003;3041;75
4786;7224;4806;71
4787;9283;3271;71
4788;9624;4523;28
4789;8302;931;88
4790;8386;8576;69
4791;4995;878;85
4792;7856;339;18
4793;5644;9553;74
4794;4617;1671;85
4795;1425;2981;18
4796;5537;2886;42
4797;3794;412;17
4798;7658;9932;98
4799;8854;2984;79
4800;1095;5779;18
4801;5864;8310;58
4802;6594;1638;72
4803;9845;597;7
4804;9586;4386;70
4805;9662;1352;87
4806;9909;3968;77
4807;2048;5263;91
4808;2746;8599;68
4809;4985;4411;51
4810;2752;843;19
4811;9040;1233;2
4812;6980;3095;85
4813;8715;8302;67
