"idAsistencia";"id_sede_clase";"id_alumno"
5701;7701;1572
5702;11834;11440
5703;8050;11027
5704;13765;6751
5705;7101;15407
5706;14096;6335
5707;4305;9587
5708;10676;7435
5709;7017;15641
5710;8966;11318
5711;4150;6059
5712;2221;14761
5713;2747;12376
5714;8438;9461
5715;638;12824
5716;12469;7870
5717;5644;9685
5718;7045;1954
5719;3496;2079
5720;5007;7576
5721;14330;6759
5722;4027;8867
5723;12279;4942
5724;13017;6623
5725;11263;8906
5726;10244;9414
5727;8983;7751
5728;7622;5726
5729;7447;15519
5730;3154;3635
5731;1246;6439
5732;5943;14111
5733;10528;10737
5734;11797;10158
5735;8915;14334
5736;4913;15563
5737;7713;3258
5738;14903;13922
5739;6917;2442
5740;9621;15217
5741;5609;162
5742;52;11333
5743;243;14242
5744;13661;12620
5745;5008;14926
5746;8238;5507
5747;6994;12472
5748;10527;12679
5749;3030;14211
5750;1330;15835
5751;13104;5143
5752;3487;14586
5753;9697;4581
5754;10379;13454
5755;2860;4113
5756;1506;2083
5757;7483;3910
5758;7710;9659
5759;9739;1763
5760;4800;2407
5761;8861;444
5762;3542;164
5763;13708;15169
5764;13796;6858
5765;13253;803
5766;5245;5387
5767;14780;12483
5768;3611;11062
5769;15487;1065
5770;13186;10057
5771;2017;5266
5772;9978;13729
5773;12748;6060
5774;12202;9553
5775;14090;9292
5776;12359;14123
5777;13091;10299
5778;531;13512
5779;10523;8492
5780;7586;8656
5781;9057;2170
5782;396;11769
5783;1871;5475
5784;1981;823
5785;4603;3994
5786;13241;4486
5787;3071;10051
5788;11391;4786
5789;10849;14421
5790;6923;8670
5791;2807;4238
5792;5596;6250
5793;8699;15141
5794;8056;2161
5795;15432;5016
5796;4069;3156
5797;5288;11215
5798;642;9641
5799;10218;12871
5800;8642;9331
5801;6335;14571
5802;14906;8382
5803;6866;15821
5804;3043;12345
5805;6341;3272
5806;9882;8939
5807;1242;9619
5808;8225;8249
5809;11560;4425
5810;4247;7665
5811;584;11876
5812;8864;1928
5813;8916;12990
5814;1261;5874
5815;12704;13278
5816;14534;2767
5817;9042;5810
5818;1016;8186
5819;12749;7393
5820;5529;15034
5821;2796;8704
5822;15402;676
5823;9362;2605
5824;7573;10899
5825;14630;12548
5826;5601;9685
5827;9248;8089
5828;2865;8705
5829;3727;11460
5830;6591;11451
5831;3079;8382
5832;7301;6471
5833;4085;8699
5834;10291;12753
5835;156;201
5836;7173;13293
5837;8597;11307
5838;3495;12483
5839;3047;2017
5840;14209;10805
5841;9423;5838
5842;9195;15005
5843;10557;2969
5844;478;3794
5845;5535;15502
5846;11760;7277
5847;13267;14158
5848;5704;8521
5849;8001;12803
5850;7591;1500
5851;4690;10997
5852;9619;7258
5853;14898;820
5854;4293;1839
5855;14136;14115
5856;9502;3486
5857;12346;10771
5858;7574;3860
5859;7640;1950
5860;10007;14096
5861;14477;7912
5862;14194;13905
5863;12538;13527
5864;8773;13310
5865;6137;10678
5866;7412;6850
5867;2830;2078
5868;14137;11771
5869;1530;5160
5870;15379;60
5871;6396;3373
5872;9082;1679
5873;5859;10668
5874;4764;11975
5875;7179;15214
5876;1509;1238
5877;12537;14934
5878;12969;11563
5879;5437;10548
5880;11781;6594
5881;9596;11248
5882;720;13705
5883;10797;10865
5884;12019;8405
5885;760;5827
5886;10202;13624
5887;4727;4905
5888;1910;9162
5889;12999;13413
5890;280;8086
5891;14832;10797
5892;5269;11487
5893;1213;14651
5894;2951;14631
5895;12871;3769
5896;13233;3962
5897;5578;235
5898;4512;8796
5899;15258;7088
5900;12411;6745
5901;9946;6121
5902;7051;8907
5903;6825;5075
5904;15404;5152
5905;7331;3741
5906;11591;9437
5907;6322;8625
5908;3543;5449
5909;3031;3938
5910;1345;12643
5911;9116;2151
5912;7229;4557
5913;4012;7974
5914;5405;5654
5915;14327;13214
5916;12841;6022
5917;3957;11619
5918;4767;4868
5919;5772;8472
5920;14940;9591
5921;997;13201
5922;12320;10187
5923;10713;3377
5924;12874;3383
5925;14456;12468
5926;4544;2789
5927;3097;1077
5928;732;3033
5929;2615;8268
5930;14796;9878
5931;7826;10741
5932;8377;10320
5933;2403;6566
5934;13020;4376
5935;11081;15361
5936;7707;6604
5937;5066;15446
5938;2645;4363
5939;304;6153
5940;13448;10978
5941;4953;12936
5942;11128;9178
5943;6464;7796
5944;13500;13202
5945;8551;4842
5946;11264;11764
5947;6685;7868
5948;11999;2209
5949;7502;12233
5950;9129;2559
5951;14008;660
5952;10488;4078
5953;8175;7569
5954;4753;3584
5955;9906;11822
5956;891;9631
5957;10393;5792
5958;14663;14476
5959;1863;7323
5960;326;7073
5961;3029;8712
5962;5517;8521
5963;4024;13566
5964;6782;7774
5965;12849;11422
5966;3332;3432
5967;7402;1589
5968;12442;1660
5969;777;10677
5970;7946;1231
5971;14742;5372
5972;5651;8092
5973;13337;1246
5974;1189;249
5975;11890;940
5976;2855;8324
5977;13250;13879
5978;15325;13027
5979;1154;13867
5980;12923;13908
5981;5984;6765
5982;1420;7347
5983;11791;6997
5984;12640;11325
5985;2309;15794
5986;5693;8338
5987;2437;14117
5988;2199;7696
5989;11555;237
5990;11592;6270
5991;2726;5054
5992;14565;8238
5993;197;7078
5994;14599;329
5995;13310;10126
5996;1185;10208
5997;6677;2633
5998;6116;6809
5999;7488;13044
6000;12356;3721
6001;12518;15211
6002;8293;2533
6003;15408;8754
6004;8687;9758
6005;4677;10648
6006;8918;2390
6007;15191;10178
6008;11784;2081
6009;6433;6448
6010;10096;9263
6011;680;12078
6012;4896;10931
6013;1290;3466
6014;73;7498
6015;11878;10253
6016;9645;6872
6017;6585;4595
6018;1212;11908
6019;3504;6423
6020;14596;3709
6021;14236;5099
6022;206;11488
6023;14041;10210
6024;10810;13682
6025;5342;8684
6026;8616;7589
6027;7817;13632
6028;7134;5006
6029;6739;12481
6030;11426;4053
6031;15110;9669
6032;2951;459
6033;14055;13227
6034;10831;2272
6035;13179;15799
6036;7726;2937
6037;12806;13545
6038;5658;8931
6039;14249;3057
6040;8890;3840
6041;1533;15910
6042;7722;8647
6043;5011;12253
6044;3676;10755
6045;7911;5584
6046;11031;8101
6047;4803;8638
6048;1122;269
6049;3477;14540
6050;5827;10837
6051;13442;10803
6052;11270;1027
6053;11843;6752
6054;10337;6013
6055;13253;1742
6056;3511;9074
6057;8441;2533
6058;14061;11760
6059;7977;6349
6060;13661;12877
6061;6141;3207
6062;8213;10373
6063;8172;9917
6064;10509;5830
6065;13407;1377
6066;12384;13825
6067;13020;3557
6068;1974;3539
6069;1693;12640
6070;5763;13610
6071;7113;8367
6072;2261;11714
6073;8496;4136
6074;9230;10355
6075;13905;1734
6076;13227;9434
6077;6002;4361
6078;11394;10470
6079;10632;845
6080;2208;3343
6081;924;5560
6082;12018;11224
6083;11352;11962
6084;15025;10345
6085;2872;3537
6086;1330;13641
6087;3911;9038
6088;4475;9607
6089;9396;9757
6090;10176;6852
6091;6589;12600
6092;14390;10281
6093;8421;15605
6094;3067;12765
6095;3561;11002
6096;10152;1369
6097;13183;8741
6098;11534;6146
6099;10714;511
6100;7174;5466
6101;3604;7716
6102;14064;3396
6103;2336;5361
6104;12585;10440
6105;8450;8354
6106;3642;12575
6107;4262;10525
6108;6262;1939
6109;46;5689
6110;15455;10875
6111;11958;13700
6112;12451;10027
6113;13998;6358
6114;6328;15268
6115;1744;824
6116;10524;3876
6117;1917;6251
6118;15237;9228
6119;3302;178
6120;12786;6553
6121;3790;12187
6122;14946;14859
6123;7683;3780
6124;2285;14823
6125;10411;6745
6126;6507;9875
6127;9280;5
6128;3512;10243
6129;11792;11395
6130;2837;15190
6131;13137;14431
6132;2865;1465
6133;14498;782
6134;5531;1573
6135;1213;14848
6136;7585;13410
6137;8136;7906
6138;4719;12908
6139;10061;12274
6140;1323;2429
6141;10075;6701
6142;11931;9594
6143;4623;1353
6144;9884;10884
6145;8013;1162
6146;15275;13620
6147;5404;5646
6148;10576;12619
6149;3739;10122
6150;12237;26
6151;10150;12246
6152;13929;8349
6153;4467;7791
6154;14132;10243
6155;2992;14915
6156;1176;7205
6157;12308;10898
6158;8723;5902
6159;3431;12237
6160;2851;11685
6161;13120;6076
6162;9699;4650
6163;8153;7938
6164;11781;11183
6165;1701;9448
6166;4318;14886
6167;7653;13563
6168;5366;5894
6169;4916;2509
6170;803;5420
6171;3341;4675
6172;7992;6944
6173;8673;3424
6174;12632;9563
6175;7698;1370
6176;6080;15051
6177;12516;13111
6178;4173;2667
6179;2371;12594
6180;2284;14476
6181;7557;7747
6182;9173;6253
6183;11782;5350
6184;12702;15897
6185;8504;12718
6186;9053;15526
6187;10806;2860
6188;8931;714
6189;6352;1505
6190;2142;4409
6191;4407;8723
6192;10629;10294
6193;15070;9182
6194;2370;11827
6195;8160;9575
6196;11966;378
6197;6382;1669
6198;11038;1982
6199;4387;11187
6200;12813;1118
6201;10887;13216
6202;15009;4892
6203;7171;8014
6204;350;2443
6205;4714;1016
6206;4884;1914
6207;4734;2116
6208;13782;14937
6209;14665;7159
6210;6539;13793
6211;848;7105
6212;13962;14504
6213;9472;620
6214;7395;14103
6215;7341;13688
6216;1811;7661
6217;3400;9738
6218;5928;8020
6219;11255;122
6220;5495;15206
6221;13339;11711
6222;4367;13582
6223;8865;196
6224;7657;6979
6225;9971;7524
6226;8258;10794
6227;11522;1700
6228;6726;1235
6229;4658;14650
6230;3353;7913
6231;15396;5882
6232;4896;4164
6233;4002;15432
6234;1213;11599
6235;3091;1747
6236;10354;1884
6237;9475;5067
6238;10987;4278
6239;10410;6966
6240;13408;7077
6241;5176;8928
6242;7482;11030
6243;10628;2353
6244;9380;970
6245;10761;3072
6246;13350;11560
6247;2847;1070
6248;10140;14143
6249;1437;2607
6250;9155;12162
6251;11164;11981
6252;9743;245
6253;10951;6978
6254;14389;10071
6255;306;2694
6256;11607;6122
6257;2615;6484
6258;15070;7015
6259;10324;14456
6260;2200;11654
6261;3701;4742
6262;1226;15196
6263;14067;13514
6264;355;9609
6265;3229;2840
6266;14408;8745
6267;1837;5742
6268;9419;5188
6269;4506;12404
6270;11838;3369
6271;12764;3553
6272;6960;15605
6273;9122;11966
6274;9269;7100
6275;7513;12237
6276;11384;7299
6277;13376;13178
6278;542;6840
6279;9472;559
6280;9255;8493
6281;737;11324
6282;3235;11094
6283;5471;6567
6284;11222;6521
6285;10896;98
6286;10912;2123
6287;3588;4411
6288;11232;2939
6289;453;10407
6290;4481;7418
6291;15023;10004
6292;14311;12281
6293;5094;9126
6294;4371;904
6295;408;3555
6296;1849;2625
6297;2403;10471
6298;12173;669
6299;2649;12191
6300;9891;2243
6301;4710;9745
6302;12014;157
6303;1784;7818
6304;10088;7552
6305;4073;929
6306;6413;122
6307;4693;10924
6308;14145;9173
6309;5459;7518
6310;1627;3776
6311;13266;290
6312;14719;8378
6313;12454;11232
6314;9168;3400
6315;5796;14333
6316;13164;13860
6317;847;6332
6318;7988;3359
6319;6059;9423
6320;8638;8099
6321;7611;8249
6322;4383;10071
6323;9219;14291
6324;7708;12789
6325;14962;2680
6326;15308;12140
6327;10120;4532
6328;4280;4982
6329;1696;4641
6330;5573;14066
6331;11995;505
6332;4050;12205
6333;7288;1224
6334;9025;1629
6335;11052;11142
6336;3447;13813
6337;377;14362
6338;13801;12110
6339;14096;15457
6340;10052;8270
6341;3376;9151
6342;5362;7562
6343;3796;8749
6344;2288;12301
6345;12301;4464
6346;14849;6744
6347;6099;15608
6348;3795;5839
6349;12247;4450
6350;12709;1950
6351;5286;13799
6352;3114;11377
6353;12434;2163
6354;14090;4637
6355;11727;9145
6356;7654;15099
6357;1653;9977
6358;841;12442
6359;3693;8234
6360;723;13627
6361;9809;206
6362;15070;530
6363;12099;994
6364;1112;5124
6365;5811;12425
6366;15381;2145
6367;6710;4834
6368;7697;12078
6369;7268;1999
6370;4886;467
6371;14976;12975
6372;13299;10238
6373;14072;12762
6374;7732;9155
6375;5959;4662
6376;2851;4965
6377;3043;14980
6378;7350;6607
6379;3748;596
6380;9383;6928
6381;6345;9096
6382;4197;8742
6383;12594;4603
6384;6719;1136
6385;13828;15846
6386;1352;5148
6387;5850;3603
6388;2613;10502
6389;15107;3088
6390;4545;11246
6391;5639;13926
6392;8718;13990
6393;3691;1007
6394;4261;2940
6395;3817;778
6396;2485;5557
6397;6074;8450
6398;13036;15545
6399;9877;14040
6400;13077;5470
6401;11721;10871
6402;2375;2689
6403;2195;4208
6404;8670;14151
6405;2686;3128
6406;1219;1872
6407;14589;14791
6408;6889;10733
6409;2088;3027
6410;6042;7946
6411;4927;10566
6412;11178;12897
6413;5830;4247
6414;5674;10038
6415;13998;3280
6416;5594;24
6417;4522;2073
6418;1722;14583
6419;1585;8890
6420;1412;14148
6421;14339;12508
6422;2047;11527
6423;6445;1257
6424;6986;9612
6425;6201;12855
6426;12319;11269
6427;7167;7722
6428;14545;1884
6429;900;14795
6430;4567;9065
6431;5124;5144
6432;15447;7209
6433;13847;15465
6434;5941;12007
6435;12093;10969
6436;14215;12902
6437;9539;6902
6438;9390;10681
6439;12412;9882
6440;9698;4567
6441;13725;14004
6442;2853;11462
6443;2332;7884
6444;6275;14591
6445;15002;11614
6446;5491;10512
6447;11579;7873
6448;13242;112
6449;7627;9127
6450;3511;5643
6451;3253;4925
6452;14534;6679
6453;7011;15493
6454;6330;14631
6455;7076;1359
6456;2357;9548
6457;6555;15605
6458;9263;367
6459;2449;4670
6460;15434;15538
6461;11450;2825
6462;4358;7084
6463;11894;11628
6464;7601;2299
6465;6410;1583
6466;2055;11145
6467;1968;5907
6468;15290;13788
6469;5104;6440
6470;11492;10949
6471;107;11084
6472;8138;2460
6473;7048;9408
6474;7809;15996
6475;14053;3067
6476;6295;11696
6477;4774;9905
6478;14527;3174
6479;781;4059
6480;10140;308
6481;5474;9463
6482;10522;2677
6483;8458;15700
6484;1367;5372
6485;14896;9390
6486;12386;762
6487;13274;15277
6488;12957;1840
6489;13312;15944
6490;3554;14272
6491;3765;13404
6492;9335;7162
6493;12434;5013
6494;13795;12550
6495;5038;15093
6496;1275;1043
6497;7966;13541
6498;5902;13953
6499;12988;8857
6500;54;15122
6501;5357;8732
6502;6659;11217
6503;5795;13895
6504;14143;4589
6505;4492;12742
6506;637;13268
6507;7408;14219
6508;15116;2921
6509;27;11989
6510;3027;2614
6511;6758;13407
6512;5333;2362
6513;7209;13592
6514;2802;2723
6515;2511;14460
6516;4224;7471
6517;3754;9068
6518;11723;9412
6519;12632;2175
6520;10553;4289
6521;11025;11110
6522;5616;10057
6523;12700;731
6524;11714;3464
6525;4274;9273
6526;2034;10390
6527;13328;2788
6528;5570;9847
6529;12696;5547
6530;7108;2342
6531;11951;12917
6532;15259;14316
6533;12678;15477
6534;2431;9993
6535;5846;5987
6536;5285;3039
6537;1751;474
6538;12287;11643
6539;6992;10707
6540;2904;771
6541;520;12501
6542;12840;7559
6543;3512;3006
6544;8612;1834
6545;3041;9540
6546;10760;3646
6547;10055;3008
6548;12459;14477
6549;12563;10131
6550;3380;15015
6551;11232;15929
6552;4491;12543
6553;13922;13864
6554;7757;6217
6555;2913;10820
6556;177;14135
6557;11559;10157
6558;8240;13134
6559;13956;10299
6560;10145;14068
6561;5897;12025
6562;3201;544
6563;12095;15271
6564;6313;8520
6565;3729;3961
6566;15354;6074
6567;3433;7920
6568;7701;13097
6569;15025;9411
6570;2471;2700
6571;10253;7830
6572;11243;4985
6573;7361;10822
6574;447;12714
6575;11493;3601
6576;12941;4859
6577;6179;9962
6578;235;4756
6579;197;10774
6580;13930;1091
6581;9966;4264
6582;4528;12210
6583;12937;5887
6584;9069;3273
6585;12752;1239
6586;11065;12418
6587;4197;12360
6588;3613;5570
6589;7541;9260
6590;7787;2733
6591;6068;7934
6592;5144;13942
6593;2781;8887
6594;11249;9857
6595;13628;6435
6596;6871;9745
6597;1874;6431
6598;15368;693
6599;14166;9535
6600;10638;160
6601;9844;1676
6602;2131;4309
6603;14743;14687
6604;14453;11667
6605;6996;9041
6606;7991;7585
6607;4322;1431
6608;3785;149
6609;955;3006
6610;12698;2501
6611;10410;7221
6612;14398;13628
6613;4182;294
6614;12405;5616
6615;6837;6536
6616;4442;11543
6617;3692;4183
6618;5050;786
6619;9164;1057
6620;3363;2922
6621;12014;3873
6622;11208;1485
6623;9571;8119
6624;5415;4001
6625;15356;14508
6626;6155;7393
6627;2931;15695
6628;13255;10551
6629;6035;6158
6630;13629;11985
6631;14817;12415
6632;2324;9750
6633;13080;5596
6634;13608;10865
6635;7343;15553
6636;428;14353
6637;15278;7327
6638;6226;9904
6639;10217;13447
6640;1557;12050
6641;3024;2106
6642;6130;11788
6643;4632;12538
6644;1419;1659
6645;1530;9925
6646;7159;15642
6647;10070;9789
6648;1376;8719
6649;8259;4015
6650;856;15522
6651;5644;13179
6652;14276;15072
6653;15223;8011
6654;7262;6244
6655;13123;11027
6656;14370;156
6657;14367;169
6658;2747;4928
6659;331;2609
6660;7832;441
6661;3854;7793
6662;6829;550
6663;4103;2874
6664;4071;15926
6665;4893;4681
6666;11897;7070
6667;8802;2121
6668;12498;5311
6669;11201;13695
6670;4625;10785
6671;2150;10907
6672;2762;12208
6673;11632;7863
6674;5133;1975
6675;4838;727
6676;10610;3988
6677;1645;13696
6678;9363;5718
6679;1903;13032
6680;12918;99
6681;9056;6128
6682;8703;2271
6683;1023;8152
6684;5176;3846
6685;10885;15152
6686;8014;2423
6687;10645;8844
6688;687;8009
6689;5204;12546
6690;13307;14685
6691;9142;8363
6692;783;13593
6693;1297;10353
6694;6984;9561
6695;3788;11334
6696;1696;3079
6697;6625;6365
6698;9172;6051
6699;10714;5467
6700;1244;15891
6701;13407;14967
6702;8943;11476
6703;6670;6060
6704;13181;10418
6705;1986;4084
6706;2692;9177
6707;6240;2693
6708;4719;3729
6709;8818;10080
6710;11015;3041
6711;12700;2764
6712;2653;3799
6713;10453;12095
6714;3509;7417
6715;9663;6257
6716;4453;6390
6717;14673;14093
6718;2417;14899
6719;9726;14055
6720;9359;1273
6721;10681;5501
6722;2686;5434
6723;7220;15124
6724;4094;11317
6725;6741;9047
6726;1926;14118
6727;14552;7353
6728;3237;15839
6729;3504;14326
6730;14166;3055
6731;10918;15376
6732;11512;15812
6733;11433;10336
6734;3115;1820
6735;7780;41
6736;1537;9433
6737;2269;1236
6738;6753;12024
6739;15326;5946
6740;3310;6498
6741;10563;1805
6742;11222;10018
6743;7401;1386
6744;12742;11581
6745;9620;9864
6746;3192;6687
6747;14610;2149
6748;10794;9715
6749;15429;6197
6750;8853;12765
6751;6803;1608
6752;437;5345
6753;3593;4472
6754;3101;15233
6755;10160;4347
6756;4595;14608
6757;1338;1594
6758;9836;15433
6759;4473;4409
6760;12651;13626
6761;10049;2129
6762;5494;12763
6763;9878;6803
6764;15441;10564
6765;9968;49
6766;7302;11675
6767;11293;10853
6768;2244;4324
6769;7194;4691
6770;8489;11992
6771;11882;7174
6772;6163;7445
6773;14870;7655
6774;13386;13029
6775;2182;11305
6776;989;5982
6777;13417;15964
6778;11448;890
6779;6555;2451
6780;1093;9607
6781;15438;118
6782;3129;8661
6783;10659;6783
6784;13577;15822
6785;6562;9906
6786;10791;15364
6787;2279;1076
6788;6494;15895
6789;14247;2334
6790;9866;14281
6791;7317;3505
6792;3861;9988
6793;1393;14384
6794;3037;8052
6795;14492;14120
6796;7696;9375
6797;1869;4641
6798;1897;9929
6799;3478;1482
6800;7030;4103
6801;609;984
6802;137;14333
6803;10755;1028
6804;11911;3028
6805;12927;38
6806;1708;8928
6807;14142;15024
6808;15391;8949
6809;1938;10703
6810;3761;15179
6811;8604;8834
6812;12161;8333
6813;14661;2446
6814;14246;1905
6815;4737;13885
6816;10897;2406
6817;5680;1128
6818;8338;10522
6819;14758;13051
6820;9622;4428
6821;2890;7866
6822;8217;9055
6823;12627;13502
6824;8815;3340
6825;1418;12321
6826;14301;12074
6827;2188;11739
6828;724;1640
6829;6126;2008
6830;3595;7063
6831;4646;1531
6832;9586;5585
6833;5023;15608
6834;1952;2299
6835;12895;11591
6836;12973;8064
6837;7020;13129
6838;15053;3472
6839;10040;8063
6840;9013;10758
6841;6052;15079
6842;14864;69
6843;10049;6454
6844;10408;7598
6845;8736;6994
6846;8212;3950
6847;13127;9222
6848;3075;8497
6849;3639;10558
6850;13278;3418
6851;13924;12133
6852;6596;10805
6853;3403;7587
6854;10465;15353
6855;14898;5328
6856;2275;11810
6857;6752;11041
6858;13550;10944
6859;12819;1310
6860;11347;2935
6861;5143;10448
6862;11357;2776
6863;6187;12957
6864;6851;11684
6865;13879;11920
6866;3754;15622
6867;3739;14068
6868;8482;9085
6869;1820;11486
6870;9983;9505
6871;2412;11267
6872;3616;8720
6873;10936;12489
6874;4739;5136
6875;14821;15823
6876;5492;12590
6877;6466;6787
6878;5702;8438
6879;2678;9592
6880;4143;1082
6881;5092;13062
6882;13505;10570
6883;13883;6946
6884;8679;11286
6885;10867;14436
6886;7446;15296
6887;5190;3070
6888;5855;4322
6889;12523;11595
6890;7350;2467
6891;6809;15582
6892;12980;15183
6893;6193;3807
6894;2374;9982
6895;11931;14826
6896;8833;13023
6897;12113;2990
6898;2833;14814
6899;4001;2312
6900;14316;14982
6901;12482;13984
6902;2853;11107
6903;4994;2967
6904;10860;10340
6905;14989;5094
6906;3426;11749
6907;1983;3953
6908;1713;3439
6909;8752;7181
6910;3106;6193
6911;2622;6854
6912;12389;12700
6913;1772;6865
6914;10246;11784
6915;12880;1160
6916;6591;7613
6917;4704;12741
6918;3648;8194
6919;9578;15662
6920;3513;12092
6921;7556;10674
6922;5496;2852
6923;4028;6317
6924;12312;11367
6925;7279;4027
6926;416;2067
6927;5371;608
6928;2812;13155
6929;14186;5146
6930;4099;9387
6931;7437;2791
6932;9653;14035
6933;14437;10560
6934;7303;6087
6935;7834;5372
6936;14046;9930
6937;654;4298
6938;7177;5435
6939;3952;6332
6940;5721;15354
6941;1418;14104
6942;8822;9785
6943;4157;7619
6944;11748;14429
6945;281;10479
6946;1105;8479
6947;8872;3598
6948;12967;11803
6949;5100;10067
6950;1034;3057
6951;7480;5708
6952;13997;2984
6953;4913;11147
6954;10759;8256
6955;7010;15418
6956;13990;2502
6957;10679;13726
6958;9504;4891
6959;5892;9205
6960;15351;3914
6961;4162;9492
6962;1370;10625
6963;7662;3551
6964;1356;14433
6965;5888;5891
6966;720;12596
6967;14755;5378
6968;6158;9154
6969;8440;12593
6970;13177;5807
6971;2786;6335
6972;14688;6963
6973;3739;10752
6974;6049;14455
6975;3249;8329
6976;5044;5317
6977;684;2097
6978;14358;5028
6979;3551;5512
6980;8015;3400
6981;5635;8736
6982;11014;6162
6983;9573;7185
6984;13435;9050
6985;8151;11103
6986;15360;10781
6987;15396;12716
6988;5653;15906
6989;3108;3408
6990;7647;409
6991;13693;3995
6992;6960;5136
6993;10830;6625
6994;7038;8949
6995;1677;8930
6996;14752;10726
6997;6717;11656
6998;14385;11650
6999;12533;14950
7000;726;6341
7001;4358;11197
7002;7514;15622
7003;15187;2881
7004;1744;13045
7005;11279;11315
7006;964;5285
7007;3588;4387
7008;3409;2012
7009;8987;5228
7010;1927;8345
7011;4520;14017
7012;9117;9338
7013;6847;14616
7014;7697;15555
7015;11295;11362
7016;12620;1473
7017;10530;4828
7018;4102;15860
7019;7222;11304
7020;1304;3240
7021;8530;7488
7022;2015;14146
7023;12804;13759
7024;4430;10962
7025;12325;10595
7026;10928;5574
7027;6356;7145
7028;10601;1653
7029;924;12251
7030;192;14315
7031;8940;12860
7032;12196;1006
7033;4832;3426
7034;10855;5192
7035;4654;390
7036;3331;495
7037;9252;2913
7038;4051;3148
7039;678;5375
7040;3199;1500
7041;595;9116
7042;9343;7133
7043;13866;8660
7044;13575;8287
7045;4583;3675
7046;993;4450
7047;2646;5873
7048;8458;6175
7049;8482;12246
7050;9468;322
7051;1224;11087
7052;6573;11635
7053;10639;10641
7054;4866;12979
7055;2359;614
7056;11743;5928
7057;15024;5991
7058;10346;9674
7059;9294;15293
7060;4114;438
7061;8504;11672
7062;6899;6694
7063;8345;7732
7064;8984;5813
7065;5987;2691
7066;2585;14842
7067;11959;10400
7068;8337;6460
7069;3083;8711
7070;12635;14488
7071;10277;1616
7072;4068;6113
7073;4968;6709
7074;14140;15809
7075;8384;1635
7076;6367;4664
7077;9815;4235
7078;4262;807
7079;1923;2203
7080;5950;5448
7081;4897;6587
7082;4185;12750
7083;9611;13013
7084;11637;3722
7085;3296;7988
7086;6623;5678
7087;734;5519
7088;10705;3302
7089;13958;14411
7090;3938;5649
7091;10276;237
7092;2015;10808
7093;13636;571
7094;120;12091
7095;4289;8423
7096;14422;6891
7097;13032;5235
7098;4664;7043
7099;1947;8000
7100;11052;3047
7101;4447;10322
7102;7785;10983
7103;6888;10571
7104;9238;9338
7105;9398;6289
7106;9038;9387
7107;4632;9882
7108;1360;4730
7109;2053;6219
7110;3294;4595
7111;6412;14252
7112;7864;13621
7113;4838;13288
7114;12048;4215
7115;9864;2096
7116;10201;12248
7117;9943;5762
7118;965;13484
7119;6323;9068
7120;5689;14184
7121;11844;15678
7122;14548;11492
7123;7620;15433
7124;9554;2893
7125;12511;14284
7126;12161;15156
7127;8170;13234
7128;3247;2204
7129;14642;7314
7130;432;2619
7131;10136;6879
7132;9141;10896
7133;2395;12887
7134;5023;2632
7135;12646;8420
7136;3738;14459
7137;11320;6596
7138;5365;9352
7139;8593;12120
7140;5494;1723
7141;5614;2119
7142;11717;1731
7143;13755;15795
7144;1217;1445
7145;341;11576
7146;14261;6472
7147;1308;1828
7148;3473;7959
7149;292;11885
7150;11675;2106
7151;9733;13322
7152;5337;6891
7153;12709;10976
7154;8075;13752
7155;14265;3638
7156;15469;9990
7157;3911;778
7158;9388;322
7159;96;12678
7160;1675;4725
7161;9448;1365
7162;4057;6485
7163;7706;14350
7164;279;14994
7165;5543;8745
7166;13576;3457
7167;8759;15306
7168;12273;9117
7169;15084;4786
7170;3891;15085
7171;10901;2802
7172;8941;14865
7173;9018;5255
7174;13636;38
7175;2931;5054
7176;233;8147
7177;229;12844
7178;8136;10303
7179;7618;4750
7180;8386;5704
7181;5725;11373
7182;208;12968
7183;9649;921
7184;10224;6358
7185;3057;1425
7186;8200;2582
7187;7912;15300
7188;8308;9298
7189;6072;8864
7190;4495;2574
7191;8151;358
7192;703;72
7193;5605;15130
7194;13933;7644
7195;8753;1517
7196;15346;8577
7197;1793;6414
7198;12279;341
7199;755;12996
7200;10022;3096
7201;7186;11733
7202;11077;1368
7203;10122;15170
7204;7446;14172
7205;8074;2372
7206;6512;14676
7207;164;11608
7208;9418;13641
7209;11702;9805
7210;11523;3748
7211;974;9368
7212;13870;11769
7213;1606;160
7214;15105;13869
7215;10517;2349
7216;94;15432
7217;714;8797
7218;4468;1985
7219;12139;9495
7220;1117;5944
7221;12443;1474
7222;7933;3492
7223;13777;4686
7224;9126;9515
7225;3204;8696
7226;431;5186
7227;15087;7666
7228;11043;5871
7229;1933;2955
7230;1682;4589
7231;15272;853
7232;4181;12910
7233;14235;15866
7234;208;9090
7235;3595;14448
7236;7358;10845
7237;11654;5102
7238;5195;6973
7239;8253;9709
7240;3840;9848
7241;13480;2805
7242;10124;5704
7243;4557;10956
7244;5556;5998
7245;4717;3480
7246;7028;11094
7247;5132;10817
7248;352;6934
7249;14584;6180
7250;12985;641
7251;14756;15059
7252;13750;13124
7253;11419;3254
7254;9681;14724
7255;5593;7122
7256;5750;4226
7257;8276;7044
7258;1579;8991
7259;8142;5142
7260;5757;3124
7261;12666;13280
7262;2988;10746
7263;14334;3884
7264;8080;6691
7265;4198;158
7266;1305;15143
7267;11717;10714
7268;994;7968
7269;6430;7876
7270;2945;1878
7271;6236;8156
7272;10258;5760
7273;7862;755
